airport,airport country,airline,Country of Origin
Lomé–Tokoin International Airport (LFW),Togo,EgyptAir,Egypt
Lomé–Tokoin International Airport (LFW),Togo,Ethiopian Airlines,Ethiopia
Lomé–Tokoin International Airport (LFW),Togo,KLM,Netherlands
Lomé–Tokoin International Airport (LFW),Togo,Qatar Airways,Qatar
Fua'amotu International Airport (TBU),Tonga,Qatar Airways,Qatar
Piarco International Airport (POS),Trinidad and Tobago,Air Canada,Canada
Piarco International Airport (POS),Trinidad and Tobago,Air France,France
Piarco International Airport (POS),Trinidad and Tobago,American Airlines,United States
Piarco International Airport (POS),Trinidad and Tobago,British Airways,United Kingdom
Piarco International Airport (POS),Trinidad and Tobago,Condor,Germany
Piarco International Airport (POS),Trinidad and Tobago,Copa Airlines,Panama
Piarco International Airport (POS),Trinidad and Tobago,Delta Air Lines,United States
Piarco International Airport (POS),Trinidad and Tobago,Iberia,Spain
Piarco International Airport (POS),Trinidad and Tobago,JetBlue,United States
Piarco International Airport (POS),Trinidad and Tobago,KLM,Netherlands
Piarco International Airport (POS),Trinidad and Tobago,Lufthansa,Germany
Piarco International Airport (POS),Trinidad and Tobago,Qatar Airways,Qatar
Piarco International Airport (POS),Trinidad and Tobago,TAP Air Portugal,Portugal
Piarco International Airport (POS),Trinidad and Tobago,United Airlines,United States
Tunis–Carthage International Airport (TUN),Tunisia,Air Canada,Canada
Tunis–Carthage International Airport (TUN),Tunisia,Air France,France
Tunis–Carthage International Airport (TUN),Tunisia,Austrian Airlines,Austria
Tunis–Carthage International Airport (TUN),Tunisia,British Airways,United Kingdom
Tunis–Carthage International Airport (TUN),Tunisia,EasyJet,United Kingdom
Tunis–Carthage International Airport (TUN),Tunisia,EgyptAir,Egypt
Tunis–Carthage International Airport (TUN),Tunisia,Emirates,United Arab Emirates
Tunis–Carthage International Airport (TUN),Tunisia,Ethiopian Airlines,Ethiopia
Tunis–Carthage International Airport (TUN),Tunisia,Eurowings,Germany
Tunis–Carthage International Airport (TUN),Tunisia,Flydubai,United Arab Emirates
Tunis–Carthage International Airport (TUN),Tunisia,Iberia,Spain
Tunis–Carthage International Airport (TUN),Tunisia,KLM,Netherlands
Tunis–Carthage International Airport (TUN),Tunisia,Kuwait Airways,Kuwait
Tunis–Carthage International Airport (TUN),Tunisia,Lufthansa,Germany
Tunis–Carthage International Airport (TUN),Tunisia,Qatar Airways,Qatar
Tunis–Carthage International Airport (TUN),Tunisia,Ryanair,Ireland
Tunis–Carthage International Airport (TUN),Tunisia,Saudia,Saudi Arabia
Tunis–Carthage International Airport (TUN),Tunisia,Swiss,Switzerland
Tunis–Carthage International Airport (TUN),Tunisia,TAP Air Portugal,Portugal
Tunis–Carthage International Airport (TUN),Tunisia,Transavia France,France
Tunis–Carthage International Airport (TUN),Tunisia,Turkish Airlines,Turkey
Tunis–Carthage International Airport (TUN),Tunisia,Wizz Air,Hungary
Istanbul Airport (IST),Turkey,Aegean Airlines,Greece
Istanbul Airport (IST),Turkey,Air Arabia,United Arab Emirates
Istanbul Airport (IST),Turkey,Air Canada,Canada
Istanbul Airport (IST),Turkey,Air France,France
Istanbul Airport (IST),Turkey,Air Serbia,Serbia
Istanbul Airport (IST),Turkey,AirBaltic,Latvia
Istanbul Airport (IST),Turkey,Austrian Airlines,Austria
Istanbul Airport (IST),Turkey,British Airways,United Kingdom
Istanbul Airport (IST),Turkey,Condor,Germany
Istanbul Airport (IST),Turkey,EasyJet,United Kingdom
Istanbul Airport (IST),Turkey,EgyptAir,Egypt
Istanbul Airport (IST),Turkey,Emirates,United Arab Emirates
Istanbul Airport (IST),Turkey,Ethiopian Airlines,Ethiopia
Istanbul Airport (IST),Turkey,Etihad,United Arab Emirates
Istanbul Airport (IST),Turkey,Eurowings,Germany
Istanbul Airport (IST),Turkey,Finnair,Finland
Istanbul Airport (IST),Turkey,Flydubai,United Arab Emirates
Istanbul Airport (IST),Turkey,Iberia,Spain
Istanbul Airport (IST),Turkey,KLM,Netherlands
Istanbul Airport (IST),Turkey,Kuwait Airways,Kuwait
Istanbul Airport (IST),Turkey,LOT Polish Airlines,Poland
Istanbul Airport (IST),Turkey,Lufthansa,Germany
Istanbul Airport (IST),Turkey,Norwegian Air Shuttle,Norway
Istanbul Airport (IST),Turkey,Pegasus Airlines,Turkey
Istanbul Airport (IST),Turkey,Qatar Airways,Qatar
Istanbul Airport (IST),Turkey,Royal Jordanian,Jordan
Istanbul Airport (IST),Turkey,Ryanair,Ireland
Istanbul Airport (IST),Turkey,Saudia,Saudi Arabia
Istanbul Airport (IST),Turkey,Scandinavian Airlines,"Denmark, Norway, Sweden"
Istanbul Airport (IST),Turkey,SunExpress,Germany
Istanbul Airport (IST),Turkey,Swiss,Switzerland
Istanbul Airport (IST),Turkey,TAP Air Portugal,Portugal
Istanbul Airport (IST),Turkey,Transavia France,France
Istanbul Airport (IST),Turkey,Turkish Airlines,Turkey
Istanbul Airport (IST),Turkey,United Airlines,United States
Istanbul Airport (IST),Turkey,Wizz Air,Hungary
Istanbul Airport (IST),Turkey,flynas,Saudi Arabia
Ashgabat International Airport (ASB),Turkmenistan,Qatar Airways,Qatar
Ashgabat International Airport (ASB),Turkmenistan,Turkish Airlines,Turkey
Providenciales Airport (PLS),Turks and Caicos Islands,Air Canada,Canada
Providenciales Airport (PLS),Turks and Caicos Islands,American Airlines,United States
Providenciales Airport (PLS),Turks and Caicos Islands,Copa Airlines,Panama
Providenciales Airport (PLS),Turks and Caicos Islands,Delta Air Lines,United States
Providenciales Airport (PLS),Turks and Caicos Islands,JetBlue,United States
Providenciales Airport (PLS),Turks and Caicos Islands,United Airlines,United States
Funafuti International Airport (FUN),Tuvalu,Qatar Airways,Qatar
Entebbe International Airport (EBB),Uganda,Air France,France
Entebbe International Airport (EBB),Uganda,Austrian Airlines,Austria
Entebbe International Airport (EBB),Uganda,British Airways,United Kingdom
Entebbe International Airport (EBB),Uganda,Brussels Airlines,Belgium
Entebbe International Airport (EBB),Uganda,EgyptAir,Egypt
Entebbe International Airport (EBB),Uganda,Emirates,United Arab Emirates
Entebbe International Airport (EBB),Uganda,Ethiopian Airlines,Ethiopia
Entebbe International Airport (EBB),Uganda,Flydubai,United Arab Emirates
Entebbe International Airport (EBB),Uganda,KLM,Netherlands
Entebbe International Airport (EBB),Uganda,Kenya Airways,Kenya
Entebbe International Airport (EBB),Uganda,Lufthansa,Germany
Entebbe International Airport (EBB),Uganda,Qatar Airways,Qatar
Entebbe International Airport (EBB),Uganda,Saudia,Saudi Arabia
Entebbe International Airport (EBB),Uganda,Turkish Airlines,Turkey
Boryspil International Airport (KBP),Ukraine,Aegean Airlines,Greece
Boryspil International Airport (KBP),Ukraine,Air Canada,Canada
Boryspil International Airport (KBP),Ukraine,Air France,France
Boryspil International Airport (KBP),Ukraine,AirBaltic,Latvia
Boryspil International Airport (KBP),Ukraine,American Airlines,United States
Boryspil International Airport (KBP),Ukraine,Austrian Airlines,Austria
Boryspil International Airport (KBP),Ukraine,British Airways,United Kingdom
Boryspil International Airport (KBP),Ukraine,EasyJet,United Kingdom
Boryspil International Airport (KBP),Ukraine,EgyptAir,Egypt
Boryspil International Airport (KBP),Ukraine,Emirates,United Arab Emirates
Boryspil International Airport (KBP),Ukraine,Ethiopian Airlines,Ethiopia
Boryspil International Airport (KBP),Ukraine,Finnair,Finland
Boryspil International Airport (KBP),Ukraine,KLM,Netherlands
Boryspil International Airport (KBP),Ukraine,LOT Polish Airlines,Poland
Boryspil International Airport (KBP),Ukraine,Lufthansa,Germany
Boryspil International Airport (KBP),Ukraine,Pegasus Airlines,Turkey
Boryspil International Airport (KBP),Ukraine,Qatar Airways,Qatar
Boryspil International Airport (KBP),Ukraine,Swiss,Switzerland
Boryspil International Airport (KBP),Ukraine,United Airlines,United States
Boryspil International Airport (KBP),Ukraine,Wizz Air,Hungary
Dubai International Airport (DXB),United Arab Emirates,Aegean Airlines,Greece
Dubai International Airport (DXB),United Arab Emirates,Air Arabia,United Arab Emirates
Dubai International Airport (DXB),United Arab Emirates,Air Canada,Canada
Dubai International Airport (DXB),United Arab Emirates,Air China,China
Dubai International Airport (DXB),United Arab Emirates,Air France,France
Dubai International Airport (DXB),United Arab Emirates,Air India,India
Dubai International Airport (DXB),United Arab Emirates,Air Serbia,Serbia
Dubai International Airport (DXB),United Arab Emirates,AirBaltic,Latvia
Dubai International Airport (DXB),United Arab Emirates,Austrian Airlines,Austria
Dubai International Airport (DXB),United Arab Emirates,British Airways,United Kingdom
Dubai International Airport (DXB),United Arab Emirates,China Eastern Airlines,China
Dubai International Airport (DXB),United Arab Emirates,China Southern Airlines,China
Dubai International Airport (DXB),United Arab Emirates,EgyptAir,Egypt
Dubai International Airport (DXB),United Arab Emirates,Emirates,United Arab Emirates
Dubai International Airport (DXB),United Arab Emirates,Ethiopian Airlines,Ethiopia
Dubai International Airport (DXB),United Arab Emirates,Etihad,United Arab Emirates
Dubai International Airport (DXB),United Arab Emirates,Eurowings,Germany
Dubai International Airport (DXB),United Arab Emirates,Flydubai,United Arab Emirates
Dubai International Airport (DXB),United Arab Emirates,KLM,Netherlands
Dubai International Airport (DXB),United Arab Emirates,Kenya Airways,Kenya
Dubai International Airport (DXB),United Arab Emirates,Korean Air,South Korea
Dubai International Airport (DXB),United Arab Emirates,Kuwait Airways,Kuwait
Dubai International Airport (DXB),United Arab Emirates,LOT Polish Airlines,Poland
Dubai International Airport (DXB),United Arab Emirates,Lufthansa,Germany
Dubai International Airport (DXB),United Arab Emirates,Pegasus Airlines,Turkey
Dubai International Airport (DXB),United Arab Emirates,Qatar Airways,Qatar
Dubai International Airport (DXB),United Arab Emirates,Royal Jordanian,Jordan
Dubai International Airport (DXB),United Arab Emirates,Saudia,Saudi Arabia
Dubai International Airport (DXB),United Arab Emirates,Singapore Airlines,Singapore
Dubai International Airport (DXB),United Arab Emirates,Swiss,Switzerland
Dubai International Airport (DXB),United Arab Emirates,Transavia France,France
Dubai International Airport (DXB),United Arab Emirates,Turkish Airlines,Turkey
Dubai International Airport (DXB),United Arab Emirates,United Airlines,United States
Dubai International Airport (DXB),United Arab Emirates,Wizz Air,Hungary
Dubai International Airport (DXB),United Arab Emirates,flynas,Saudi Arabia
London Heathrow Airport (LHR),United Kingdom,Aegean Airlines,Greece
London Heathrow Airport (LHR),United Kingdom,Air Canada,Canada
London Heathrow Airport (LHR),United Kingdom,Air China,China
London Heathrow Airport (LHR),United Kingdom,Air France,France
London Heathrow Airport (LHR),United Kingdom,Air India,India
London Heathrow Airport (LHR),United Kingdom,Air Serbia,Serbia
London Heathrow Airport (LHR),United Kingdom,AirBaltic,Latvia
London Heathrow Airport (LHR),United Kingdom,American Airlines,United States
London Heathrow Airport (LHR),United Kingdom,Austrian Airlines,Austria
London Heathrow Airport (LHR),United Kingdom,British Airways,United Kingdom
London Heathrow Airport (LHR),United Kingdom,Brussels Airlines,Belgium
London Heathrow Airport (LHR),United Kingdom,Cathay,Hong Kong
London Heathrow Airport (LHR),United Kingdom,China Southern Airlines,China
London Heathrow Airport (LHR),United Kingdom,Delta Air Lines,United States
London Heathrow Airport (LHR),United Kingdom,EasyJet,United Kingdom
London Heathrow Airport (LHR),United Kingdom,EgyptAir,Egypt
London Heathrow Airport (LHR),United Kingdom,Emirates,United Arab Emirates
London Heathrow Airport (LHR),United Kingdom,Ethiopian Airlines,Ethiopia
London Heathrow Airport (LHR),United Kingdom,Etihad,United Arab Emirates
London Heathrow Airport (LHR),United Kingdom,Eurowings,Germany
London Heathrow Airport (LHR),United Kingdom,Finnair,Finland
London Heathrow Airport (LHR),United Kingdom,Gulf Air,Bahrain
London Heathrow Airport (LHR),United Kingdom,Iberia,Spain
London Heathrow Airport (LHR),United Kingdom,JetBlue,United States
London Heathrow Airport (LHR),United Kingdom,KLM,Netherlands
London Heathrow Airport (LHR),United Kingdom,Kenya Airways,Kenya
London Heathrow Airport (LHR),United Kingdom,Korean Air,South Korea
London Heathrow Airport (LHR),United Kingdom,Kuwait Airways,Kuwait
London Heathrow Airport (LHR),United Kingdom,LOT Polish Airlines,Poland
London Heathrow Airport (LHR),United Kingdom,Lufthansa,Germany
London Heathrow Airport (LHR),United Kingdom,Luxair,Luxembourg
London Heathrow Airport (LHR),United Kingdom,Norwegian Air Shuttle,Norway
London Heathrow Airport (LHR),United Kingdom,Pegasus Airlines,Turkey
London Heathrow Airport (LHR),United Kingdom,Qatar Airways,Qatar
London Heathrow Airport (LHR),United Kingdom,Royal Jordanian,Jordan
London Heathrow Airport (LHR),United Kingdom,Ryanair,Ireland
London Heathrow Airport (LHR),United Kingdom,Saudia,Saudi Arabia
London Heathrow Airport (LHR),United Kingdom,Scandinavian Airlines,"Denmark, Norway, Sweden"
London Heathrow Airport (LHR),United Kingdom,Singapore Airlines,Singapore
London Heathrow Airport (LHR),United Kingdom,SunExpress,Germany
London Heathrow Airport (LHR),United Kingdom,Swiss,Switzerland
London Heathrow Airport (LHR),United Kingdom,TAP Air Portugal,Portugal
London Heathrow Airport (LHR),United Kingdom,Transavia France,France
London Heathrow Airport (LHR),United Kingdom,Turkish Airlines,Turkey
London Heathrow Airport (LHR),United Kingdom,United Airlines,United States
London Heathrow Airport (LHR),United Kingdom,Wizz Air,Hungary
Hartsfield–Jackson Atlanta International Airport (ATL),United States,Air Canada,Canada
Hartsfield–Jackson Atlanta International Airport (ATL),United States,Air China,China
Hartsfield–Jackson Atlanta International Airport (ATL),United States,Air France,France
Hartsfield–Jackson Atlanta International Airport (ATL),United States,Air India,India
Hartsfield–Jackson Atlanta International Airport (ATL),United States,American Airlines,United States
Hartsfield–Jackson Atlanta International Airport (ATL),United States,Austrian Airlines,Austria
Hartsfield–Jackson Atlanta International Airport (ATL),United States,British Airways,United Kingdom
Hartsfield–Jackson Atlanta International Airport (ATL),United States,Brussels Airlines,Belgium
Hartsfield–Jackson Atlanta International Airport (ATL),United States,Cathay,Hong Kong
Hartsfield–Jackson Atlanta International Airport (ATL),United States,China Eastern Airlines,China
Hartsfield–Jackson Atlanta International Airport (ATL),United States,China Southern Airlines,China
Hartsfield–Jackson Atlanta International Airport (ATL),United States,Condor,Germany
Hartsfield–Jackson Atlanta International Airport (ATL),United States,Copa Airlines,Panama
Hartsfield–Jackson Atlanta International Airport (ATL),United States,Delta Air Lines,United States
Hartsfield–Jackson Atlanta International Airport (ATL),United States,Discover Airlines,Germany
Hartsfield–Jackson Atlanta International Airport (ATL),United States,EgyptAir,Egypt
Hartsfield–Jackson Atlanta International Airport (ATL),United States,Emirates,United Arab Emirates
Hartsfield–Jackson Atlanta International Airport (ATL),United States,Ethiopian Airlines,Ethiopia
Hartsfield–Jackson Atlanta International Airport (ATL),United States,Etihad,United Arab Emirates
Hartsfield–Jackson Atlanta International Airport (ATL),United States,Eurowings,Germany
Hartsfield–Jackson Atlanta International Airport (ATL),United States,Finnair,Finland
Hartsfield–Jackson Atlanta International Airport (ATL),United States,Hainan Airlines,China
Hartsfield–Jackson Atlanta International Airport (ATL),United States,Iberia,Spain
Hartsfield–Jackson Atlanta International Airport (ATL),United States,JetBlue,United States
Hartsfield–Jackson Atlanta International Airport (ATL),United States,KLM,Netherlands
Hartsfield–Jackson Atlanta International Airport (ATL),United States,Kenya Airways,Kenya
Hartsfield–Jackson Atlanta International Airport (ATL),United States,Korean Air,South Korea
Hartsfield–Jackson Atlanta International Airport (ATL),United States,LOT Polish Airlines,Poland
Hartsfield–Jackson Atlanta International Airport (ATL),United States,Lufthansa,Germany
Hartsfield–Jackson Atlanta International Airport (ATL),United States,Norwegian Air Shuttle,Norway
Hartsfield–Jackson Atlanta International Airport (ATL),United States,Qatar Airways,Qatar
Hartsfield–Jackson Atlanta International Airport (ATL),United States,Royal Jordanian,Jordan
Hartsfield–Jackson Atlanta International Airport (ATL),United States,Saudia,Saudi Arabia
Hartsfield–Jackson Atlanta International Airport (ATL),United States,Scandinavian Airlines,"Denmark, Norway, Sweden"
Hartsfield–Jackson Atlanta International Airport (ATL),United States,Singapore Airlines,Singapore
Hartsfield–Jackson Atlanta International Airport (ATL),United States,Swiss,Switzerland
